mix_path,first_speaker_path,second_speaker_path,duration
train\5c48fac123b440b6a038d47ac39b6c8a\mix_audio.wav,train\5c48fac123b440b6a038d47ac39b6c8a\first_speaker.wav,train\5c48fac123b440b6a038d47ac39b6c8a\second_speaker.wav,17.0
train\8444a3ea006c430bb0ef1f243f20c69e\mix_audio.wav,train\8444a3ea006c430bb0ef1f243f20c69e\first_speaker.wav,train\8444a3ea006c430bb0ef1f243f20c69e\second_speaker.wav,16.0
train\ebc5f995ab924a0697bd7dc3865c53bf\mix_audio.wav,train\ebc5f995ab924a0697bd7dc3865c53bf\first_speaker.wav,train\ebc5f995ab924a0697bd7dc3865c53bf\second_speaker.wav,15.0
train\58abeda6737b4cc8b128191bb708a199\mix_audio.wav,train\58abeda6737b4cc8b128191bb708a199\first_speaker.wav,train\58abeda6737b4cc8b128191bb708a199\second_speaker.wav,20.0
train\88a6abe972f9489fa903d717d5646480\mix_audio.wav,train\88a6abe972f9489fa903d717d5646480\first_speaker.wav,train\88a6abe972f9489fa903d717d5646480\second_speaker.wav,17.0
train\60983b667150460295c888cc8ce8fb74\mix_audio.wav,train\60983b667150460295c888cc8ce8fb74\first_speaker.wav,train\60983b667150460295c888cc8ce8fb74\second_speaker.wav,16.0
train\f92692f47dd341b5a379631b89df0e83\mix_audio.wav,train\f92692f47dd341b5a379631b89df0e83\first_speaker.wav,train\f92692f47dd341b5a379631b89df0e83\second_speaker.wav,15.0
train\b6572eeb9a02450e9166b484e1a643ac\mix_audio.wav,train\b6572eeb9a02450e9166b484e1a643ac\first_speaker.wav,train\b6572eeb9a02450e9166b484e1a643ac\second_speaker.wav,16.0
train\c82eece6a99f462bada9232f4a29fe1f\mix_audio.wav,train\c82eece6a99f462bada9232f4a29fe1f\first_speaker.wav,train\c82eece6a99f462bada9232f4a29fe1f\second_speaker.wav,15.0
train\20e8e57f655045ef9e6e7977af91e928\mix_audio.wav,train\20e8e57f655045ef9e6e7977af91e928\first_speaker.wav,train\20e8e57f655045ef9e6e7977af91e928\second_speaker.wav,16.0
train\928a4c02adfb4969b58063955d45b26c\mix_audio.wav,train\928a4c02adfb4969b58063955d45b26c\first_speaker.wav,train\928a4c02adfb4969b58063955d45b26c\second_speaker.wav,20.0
train\e7ff724b7dde4e689096315c049acb7e\mix_audio.wav,train\e7ff724b7dde4e689096315c049acb7e\first_speaker.wav,train\e7ff724b7dde4e689096315c049acb7e\second_speaker.wav,16.0
train\d637012da48e4ca09bc5e9f72219e5a8\mix_audio.wav,train\d637012da48e4ca09bc5e9f72219e5a8\first_speaker.wav,train\d637012da48e4ca09bc5e9f72219e5a8\second_speaker.wav,19.0
train\5bd23c511f444f3bbfd31b561bf3da31\mix_audio.wav,train\5bd23c511f444f3bbfd31b561bf3da31\first_speaker.wav,train\5bd23c511f444f3bbfd31b561bf3da31\second_speaker.wav,16.0
train\804e5634eef94bb5937a1ec16a5c5a70\mix_audio.wav,train\804e5634eef94bb5937a1ec16a5c5a70\first_speaker.wav,train\804e5634eef94bb5937a1ec16a5c5a70\second_speaker.wav,15.0
train\a118b1a795af48d5b04f3e7ec06cd9a8\mix_audio.wav,train\a118b1a795af48d5b04f3e7ec06cd9a8\first_speaker.wav,train\a118b1a795af48d5b04f3e7ec06cd9a8\second_speaker.wav,16.0
train\571a3b7661484e77a023db3d40806a28\mix_audio.wav,train\571a3b7661484e77a023db3d40806a28\first_speaker.wav,train\571a3b7661484e77a023db3d40806a28\second_speaker.wav,20.0
train\ed4cb550fa8749b4b013dc416034bac3\mix_audio.wav,train\ed4cb550fa8749b4b013dc416034bac3\first_speaker.wav,train\ed4cb550fa8749b4b013dc416034bac3\second_speaker.wav,19.0
train\1998f8f1ff3b4a9aa0aca2a498a195e7\mix_audio.wav,train\1998f8f1ff3b4a9aa0aca2a498a195e7\first_speaker.wav,train\1998f8f1ff3b4a9aa0aca2a498a195e7\second_speaker.wav,17.0
train\2075f1be454b491fb2841f264d43ce43\mix_audio.wav,train\2075f1be454b491fb2841f264d43ce43\first_speaker.wav,train\2075f1be454b491fb2841f264d43ce43\second_speaker.wav,18.0
train\012cd5a87d01431f8ed08301cd7db3f7\mix_audio.wav,train\012cd5a87d01431f8ed08301cd7db3f7\first_speaker.wav,train\012cd5a87d01431f8ed08301cd7db3f7\second_speaker.wav,19.0
train\662e4fe05ef6437db3ade8a0f68c9999\mix_audio.wav,train\662e4fe05ef6437db3ade8a0f68c9999\first_speaker.wav,train\662e4fe05ef6437db3ade8a0f68c9999\second_speaker.wav,19.0
train\c08f333fea68435d95cea67660bdff3a\mix_audio.wav,train\c08f333fea68435d95cea67660bdff3a\first_speaker.wav,train\c08f333fea68435d95cea67660bdff3a\second_speaker.wav,15.0
train\0c86d93aba9d4acba037bbd6fe111c67\mix_audio.wav,train\0c86d93aba9d4acba037bbd6fe111c67\first_speaker.wav,train\0c86d93aba9d4acba037bbd6fe111c67\second_speaker.wav,15.0
train\0caacbf3419b4467aec303d61a111004\mix_audio.wav,train\0caacbf3419b4467aec303d61a111004\first_speaker.wav,train\0caacbf3419b4467aec303d61a111004\second_speaker.wav,20.0
train\5aa1dca7ab6545a69442ad2fd3c5aab5\mix_audio.wav,train\5aa1dca7ab6545a69442ad2fd3c5aab5\first_speaker.wav,train\5aa1dca7ab6545a69442ad2fd3c5aab5\second_speaker.wav,18.0
train\54965056efcd4137b2f873d77d310af5\mix_audio.wav,train\54965056efcd4137b2f873d77d310af5\first_speaker.wav,train\54965056efcd4137b2f873d77d310af5\second_speaker.wav,20.0
train\4a3e339fe72040d29ef0a46bab6fc0b1\mix_audio.wav,train\4a3e339fe72040d29ef0a46bab6fc0b1\first_speaker.wav,train\4a3e339fe72040d29ef0a46bab6fc0b1\second_speaker.wav,17.0
train\f3cdb49389654cafaa14be3d5844e044\mix_audio.wav,train\f3cdb49389654cafaa14be3d5844e044\first_speaker.wav,train\f3cdb49389654cafaa14be3d5844e044\second_speaker.wav,17.0
train\3627fd5420124f3d937c0fa5e65265bc\mix_audio.wav,train\3627fd5420124f3d937c0fa5e65265bc\first_speaker.wav,train\3627fd5420124f3d937c0fa5e65265bc\second_speaker.wav,16.0
train\2a958fbc3c584ab48bfa75c019077fb3\mix_audio.wav,train\2a958fbc3c584ab48bfa75c019077fb3\first_speaker.wav,train\2a958fbc3c584ab48bfa75c019077fb3\second_speaker.wav,17.0
train\14a9fc64fbff482fb74a3e620c33df09\mix_audio.wav,train\14a9fc64fbff482fb74a3e620c33df09\first_speaker.wav,train\14a9fc64fbff482fb74a3e620c33df09\second_speaker.wav,15.0
train\3ede28384d684e159d24ddbfad24b3c8\mix_audio.wav,train\3ede28384d684e159d24ddbfad24b3c8\first_speaker.wav,train\3ede28384d684e159d24ddbfad24b3c8\second_speaker.wav,16.0
train\d42ad23d933f413aa41686c0fea430d3\mix_audio.wav,train\d42ad23d933f413aa41686c0fea430d3\first_speaker.wav,train\d42ad23d933f413aa41686c0fea430d3\second_speaker.wav,19.0
train\26e193acd1df4f5fa05dc45714b0d955\mix_audio.wav,train\26e193acd1df4f5fa05dc45714b0d955\first_speaker.wav,train\26e193acd1df4f5fa05dc45714b0d955\second_speaker.wav,16.0
train\f6ed63f721c044509484d9f56ba5e11e\mix_audio.wav,train\f6ed63f721c044509484d9f56ba5e11e\first_speaker.wav,train\f6ed63f721c044509484d9f56ba5e11e\second_speaker.wav,15.0
train\f078e7910ac24910a506488af52a7ec6\mix_audio.wav,train\f078e7910ac24910a506488af52a7ec6\first_speaker.wav,train\f078e7910ac24910a506488af52a7ec6\second_speaker.wav,18.0
train\2da91c0350344b1dbeff0642fd70a2b3\mix_audio.wav,train\2da91c0350344b1dbeff0642fd70a2b3\first_speaker.wav,train\2da91c0350344b1dbeff0642fd70a2b3\second_speaker.wav,15.0
train\caea024601f14606b5e2998414ddbba9\mix_audio.wav,train\caea024601f14606b5e2998414ddbba9\first_speaker.wav,train\caea024601f14606b5e2998414ddbba9\second_speaker.wav,16.0
train\6158c238e3b4489ca9fa02479fec6372\mix_audio.wav,train\6158c238e3b4489ca9fa02479fec6372\first_speaker.wav,train\6158c238e3b4489ca9fa02479fec6372\second_speaker.wav,19.0
train\e176c8b1309f4066b4c24334ad21c8b2\mix_audio.wav,train\e176c8b1309f4066b4c24334ad21c8b2\first_speaker.wav,train\e176c8b1309f4066b4c24334ad21c8b2\second_speaker.wav,17.0
train\31fd3ea725804e3b9cb005c3cfc456fb\mix_audio.wav,train\31fd3ea725804e3b9cb005c3cfc456fb\first_speaker.wav,train\31fd3ea725804e3b9cb005c3cfc456fb\second_speaker.wav,19.0
train\073dcb93863c474c8d618b3f19d219af\mix_audio.wav,train\073dcb93863c474c8d618b3f19d219af\first_speaker.wav,train\073dcb93863c474c8d618b3f19d219af\second_speaker.wav,17.0
train\4c95d7c55f354ecb8ed8b949734204c1\mix_audio.wav,train\4c95d7c55f354ecb8ed8b949734204c1\first_speaker.wav,train\4c95d7c55f354ecb8ed8b949734204c1\second_speaker.wav,19.0
train\c2855c476e48434d8cd35110c66b7e2b\mix_audio.wav,train\c2855c476e48434d8cd35110c66b7e2b\first_speaker.wav,train\c2855c476e48434d8cd35110c66b7e2b\second_speaker.wav,20.0
train\ebf5cd4ab99d48888fb3ac5bbd33ba8c\mix_audio.wav,train\ebf5cd4ab99d48888fb3ac5bbd33ba8c\first_speaker.wav,train\ebf5cd4ab99d48888fb3ac5bbd33ba8c\second_speaker.wav,18.0
train\54002b5985fd453e9c5c2e45d69545e4\mix_audio.wav,train\54002b5985fd453e9c5c2e45d69545e4\first_speaker.wav,train\54002b5985fd453e9c5c2e45d69545e4\second_speaker.wav,15.0
train\601a4559447046dcb3d32111ee8583c7\mix_audio.wav,train\601a4559447046dcb3d32111ee8583c7\first_speaker.wav,train\601a4559447046dcb3d32111ee8583c7\second_speaker.wav,19.0
train\891e7404480a4928af5215fb45ce8928\mix_audio.wav,train\891e7404480a4928af5215fb45ce8928\first_speaker.wav,train\891e7404480a4928af5215fb45ce8928\second_speaker.wav,17.0
train\47cf482aaeba473cb1312e352be733a7\mix_audio.wav,train\47cf482aaeba473cb1312e352be733a7\first_speaker.wav,train\47cf482aaeba473cb1312e352be733a7\second_speaker.wav,20.0
train\97bbd9db708d4bf4ae8bdad48f15a399\mix_audio.wav,train\97bbd9db708d4bf4ae8bdad48f15a399\first_speaker.wav,train\97bbd9db708d4bf4ae8bdad48f15a399\second_speaker.wav,15.0
train\9f65d953710a41c19eddfb8287e4582b\mix_audio.wav,train\9f65d953710a41c19eddfb8287e4582b\first_speaker.wav,train\9f65d953710a41c19eddfb8287e4582b\second_speaker.wav,20.0
train\b80e78bf80ff442ca1f30d9b93c03ea2\mix_audio.wav,train\b80e78bf80ff442ca1f30d9b93c03ea2\first_speaker.wav,train\b80e78bf80ff442ca1f30d9b93c03ea2\second_speaker.wav,17.0
train\022518bbcbbf4d239dbd2ba4712f751c\mix_audio.wav,train\022518bbcbbf4d239dbd2ba4712f751c\first_speaker.wav,train\022518bbcbbf4d239dbd2ba4712f751c\second_speaker.wav,19.0
train\10accb4f573641209fa369508681cf56\mix_audio.wav,train\10accb4f573641209fa369508681cf56\first_speaker.wav,train\10accb4f573641209fa369508681cf56\second_speaker.wav,19.0
train\7fd02585df02493cab4e064855100275\mix_audio.wav,train\7fd02585df02493cab4e064855100275\first_speaker.wav,train\7fd02585df02493cab4e064855100275\second_speaker.wav,18.0
train\1e3d1e2c55ab4fef8a0dc1ccdff340c8\mix_audio.wav,train\1e3d1e2c55ab4fef8a0dc1ccdff340c8\first_speaker.wav,train\1e3d1e2c55ab4fef8a0dc1ccdff340c8\second_speaker.wav,19.0
train\e977b788b426426db140956194c97ddb\mix_audio.wav,train\e977b788b426426db140956194c97ddb\first_speaker.wav,train\e977b788b426426db140956194c97ddb\second_speaker.wav,16.0
train\85ad30970b9f4810b9e9754b3851a421\mix_audio.wav,train\85ad30970b9f4810b9e9754b3851a421\first_speaker.wav,train\85ad30970b9f4810b9e9754b3851a421\second_speaker.wav,15.0
train\7bff326332d146759c518a001b735b6d\mix_audio.wav,train\7bff326332d146759c518a001b735b6d\first_speaker.wav,train\7bff326332d146759c518a001b735b6d\second_speaker.wav,16.0
train\69d9166c259e4651b51e4bebe8859729\mix_audio.wav,train\69d9166c259e4651b51e4bebe8859729\first_speaker.wav,train\69d9166c259e4651b51e4bebe8859729\second_speaker.wav,17.0
train\7c37e68bef7e466487df8f0cc09e04d2\mix_audio.wav,train\7c37e68bef7e466487df8f0cc09e04d2\first_speaker.wav,train\7c37e68bef7e466487df8f0cc09e04d2\second_speaker.wav,20.0
train\e9f9afe3a77e40769b7702499bbb600c\mix_audio.wav,train\e9f9afe3a77e40769b7702499bbb600c\first_speaker.wav,train\e9f9afe3a77e40769b7702499bbb600c\second_speaker.wav,18.0
train\5fd98f056b64422a8a92d8dbf67ebda6\mix_audio.wav,train\5fd98f056b64422a8a92d8dbf67ebda6\first_speaker.wav,train\5fd98f056b64422a8a92d8dbf67ebda6\second_speaker.wav,20.0
train\33513bd9bd534f5799a5feb012a6f6f5\mix_audio.wav,train\33513bd9bd534f5799a5feb012a6f6f5\first_speaker.wav,train\33513bd9bd534f5799a5feb012a6f6f5\second_speaker.wav,16.0
train\ff0ae00800d34ae695b5b840fe7524e0\mix_audio.wav,train\ff0ae00800d34ae695b5b840fe7524e0\first_speaker.wav,train\ff0ae00800d34ae695b5b840fe7524e0\second_speaker.wav,16.0
train\b6e5c148faba4e22829eb13f367b75dc\mix_audio.wav,train\b6e5c148faba4e22829eb13f367b75dc\first_speaker.wav,train\b6e5c148faba4e22829eb13f367b75dc\second_speaker.wav,15.0
train\1832b55f017d4d62a122ef5188c2edfb\mix_audio.wav,train\1832b55f017d4d62a122ef5188c2edfb\first_speaker.wav,train\1832b55f017d4d62a122ef5188c2edfb\second_speaker.wav,20.0
train\26ae02a9b2054e1394f239bfa5f217e4\mix_audio.wav,train\26ae02a9b2054e1394f239bfa5f217e4\first_speaker.wav,train\26ae02a9b2054e1394f239bfa5f217e4\second_speaker.wav,20.0
train\fdf7bc5dc94a4cf1b71be72f25129b80\mix_audio.wav,train\fdf7bc5dc94a4cf1b71be72f25129b80\first_speaker.wav,train\fdf7bc5dc94a4cf1b71be72f25129b80\second_speaker.wav,18.0
train\7a92da3de42b496fa45ebc97bf6d10e7\mix_audio.wav,train\7a92da3de42b496fa45ebc97bf6d10e7\first_speaker.wav,train\7a92da3de42b496fa45ebc97bf6d10e7\second_speaker.wav,19.0
train\a648817ecbcd4beda1c55ea8b195cb9e\mix_audio.wav,train\a648817ecbcd4beda1c55ea8b195cb9e\first_speaker.wav,train\a648817ecbcd4beda1c55ea8b195cb9e\second_speaker.wav,18.0
train\d39260dd30f84313aeb32b0c795c9496\mix_audio.wav,train\d39260dd30f84313aeb32b0c795c9496\first_speaker.wav,train\d39260dd30f84313aeb32b0c795c9496\second_speaker.wav,17.0
train\2b5424a9e1d743eca9fe5726a492e5eb\mix_audio.wav,train\2b5424a9e1d743eca9fe5726a492e5eb\first_speaker.wav,train\2b5424a9e1d743eca9fe5726a492e5eb\second_speaker.wav,20.0
train\f1b1849ef7554365a68fa7526e3c4821\mix_audio.wav,train\f1b1849ef7554365a68fa7526e3c4821\first_speaker.wav,train\f1b1849ef7554365a68fa7526e3c4821\second_speaker.wav,15.0
train\a3624ffbe5ce44ca9ac302f508487799\mix_audio.wav,train\a3624ffbe5ce44ca9ac302f508487799\first_speaker.wav,train\a3624ffbe5ce44ca9ac302f508487799\second_speaker.wav,16.0
train\41d4c2fe3ba34987b4eb4338dbe7d3e2\mix_audio.wav,train\41d4c2fe3ba34987b4eb4338dbe7d3e2\first_speaker.wav,train\41d4c2fe3ba34987b4eb4338dbe7d3e2\second_speaker.wav,15.0
train\6d0fa4e852bd46c09b1d812a7dc3ec4a\mix_audio.wav,train\6d0fa4e852bd46c09b1d812a7dc3ec4a\first_speaker.wav,train\6d0fa4e852bd46c09b1d812a7dc3ec4a\second_speaker.wav,16.0
train\b473989a7f454e7b8ff91d2ed6a33a49\mix_audio.wav,train\b473989a7f454e7b8ff91d2ed6a33a49\first_speaker.wav,train\b473989a7f454e7b8ff91d2ed6a33a49\second_speaker.wav,19.0
train\c846d938d70d450b96370bae6d82ff74\mix_audio.wav,train\c846d938d70d450b96370bae6d82ff74\first_speaker.wav,train\c846d938d70d450b96370bae6d82ff74\second_speaker.wav,18.0
train\fe5a5c52502b4cf1a75b52b30a466d03\mix_audio.wav,train\fe5a5c52502b4cf1a75b52b30a466d03\first_speaker.wav,train\fe5a5c52502b4cf1a75b52b30a466d03\second_speaker.wav,20.0
train\f6b9ea472ee542038ddf8e2e729a0fde\mix_audio.wav,train\f6b9ea472ee542038ddf8e2e729a0fde\first_speaker.wav,train\f6b9ea472ee542038ddf8e2e729a0fde\second_speaker.wav,18.0
train\85ac5d5d77f44d14857034598226d4e0\mix_audio.wav,train\85ac5d5d77f44d14857034598226d4e0\first_speaker.wav,train\85ac5d5d77f44d14857034598226d4e0\second_speaker.wav,16.0
train\87be5c3cd45d406180c82a63864dd4cd\mix_audio.wav,train\87be5c3cd45d406180c82a63864dd4cd\first_speaker.wav,train\87be5c3cd45d406180c82a63864dd4cd\second_speaker.wav,16.0
train\586ed2223885476f94ec52a6ae3e1e06\mix_audio.wav,train\586ed2223885476f94ec52a6ae3e1e06\first_speaker.wav,train\586ed2223885476f94ec52a6ae3e1e06\second_speaker.wav,15.0
train\175577b8e9ea4ee19be24316c6e5edb1\mix_audio.wav,train\175577b8e9ea4ee19be24316c6e5edb1\first_speaker.wav,train\175577b8e9ea4ee19be24316c6e5edb1\second_speaker.wav,18.0
train\9894f8cc10cb4c2e8309b79e4bbc32bc\mix_audio.wav,train\9894f8cc10cb4c2e8309b79e4bbc32bc\first_speaker.wav,train\9894f8cc10cb4c2e8309b79e4bbc32bc\second_speaker.wav,15.0
train\2466668e2526478f9f730ccb4959b443\mix_audio.wav,train\2466668e2526478f9f730ccb4959b443\first_speaker.wav,train\2466668e2526478f9f730ccb4959b443\second_speaker.wav,20.0
train\f6e3a010fede4415b69dc6be3e996662\mix_audio.wav,train\f6e3a010fede4415b69dc6be3e996662\first_speaker.wav,train\f6e3a010fede4415b69dc6be3e996662\second_speaker.wav,17.0
train\c74b7404e2e247918c948c38de98c9e3\mix_audio.wav,train\c74b7404e2e247918c948c38de98c9e3\first_speaker.wav,train\c74b7404e2e247918c948c38de98c9e3\second_speaker.wav,19.0
train\a2ce2e41fee340a9adf60910b9cc17d8\mix_audio.wav,train\a2ce2e41fee340a9adf60910b9cc17d8\first_speaker.wav,train\a2ce2e41fee340a9adf60910b9cc17d8\second_speaker.wav,16.0
train\6b4415945c4a475e920b28f3d1e3e9b6\mix_audio.wav,train\6b4415945c4a475e920b28f3d1e3e9b6\first_speaker.wav,train\6b4415945c4a475e920b28f3d1e3e9b6\second_speaker.wav,16.0
train\55a4bbf9552249d2939ad58b8e08d2c1\mix_audio.wav,train\55a4bbf9552249d2939ad58b8e08d2c1\first_speaker.wav,train\55a4bbf9552249d2939ad58b8e08d2c1\second_speaker.wav,18.0
train\0549bed2209f490990ea30e16d24331e\mix_audio.wav,train\0549bed2209f490990ea30e16d24331e\first_speaker.wav,train\0549bed2209f490990ea30e16d24331e\second_speaker.wav,17.0
train\958c8a84049242da86a311221fca26a4\mix_audio.wav,train\958c8a84049242da86a311221fca26a4\first_speaker.wav,train\958c8a84049242da86a311221fca26a4\second_speaker.wav,16.0
train\6ecfbfdfa2b84fd59bdc415b3fafeda2\mix_audio.wav,train\6ecfbfdfa2b84fd59bdc415b3fafeda2\first_speaker.wav,train\6ecfbfdfa2b84fd59bdc415b3fafeda2\second_speaker.wav,20.0
train\97187fc9b83a4391beb71172827242f3\mix_audio.wav,train\97187fc9b83a4391beb71172827242f3\first_speaker.wav,train\97187fc9b83a4391beb71172827242f3\second_speaker.wav,15.0
train\968f6d048a2c41aba16853e641958454\mix_audio.wav,train\968f6d048a2c41aba16853e641958454\first_speaker.wav,train\968f6d048a2c41aba16853e641958454\second_speaker.wav,17.0
train\a3e8f6cf141548e492536faec4dc8bbf\mix_audio.wav,train\a3e8f6cf141548e492536faec4dc8bbf\first_speaker.wav,train\a3e8f6cf141548e492536faec4dc8bbf\second_speaker.wav,17.0
train\d90e31a1dad74cc693ac05570bc5c593\mix_audio.wav,train\d90e31a1dad74cc693ac05570bc5c593\first_speaker.wav,train\d90e31a1dad74cc693ac05570bc5c593\second_speaker.wav,19.0
train\631df0ad56d44c20a4d940e85660176d\mix_audio.wav,train\631df0ad56d44c20a4d940e85660176d\first_speaker.wav,train\631df0ad56d44c20a4d940e85660176d\second_speaker.wav,17.0
train\8010f065ebad49f79452fd1562e03a34\mix_audio.wav,train\8010f065ebad49f79452fd1562e03a34\first_speaker.wav,train\8010f065ebad49f79452fd1562e03a34\second_speaker.wav,15.0
train\b47cb7e0fece4a688b7de74d2cf7db56\mix_audio.wav,train\b47cb7e0fece4a688b7de74d2cf7db56\first_speaker.wav,train\b47cb7e0fece4a688b7de74d2cf7db56\second_speaker.wav,18.0
train\e1db32e372e2440e91e7f02d7ad8e09a\mix_audio.wav,train\e1db32e372e2440e91e7f02d7ad8e09a\first_speaker.wav,train\e1db32e372e2440e91e7f02d7ad8e09a\second_speaker.wav,18.0
train\362f7a73c7c0470cbb788e71a0811044\mix_audio.wav,train\362f7a73c7c0470cbb788e71a0811044\first_speaker.wav,train\362f7a73c7c0470cbb788e71a0811044\second_speaker.wav,17.0
train\3aede74aaf974c41a944e42db96647be\mix_audio.wav,train\3aede74aaf974c41a944e42db96647be\first_speaker.wav,train\3aede74aaf974c41a944e42db96647be\second_speaker.wav,16.0
train\fea4d9cdd5144e3c98c634b117665529\mix_audio.wav,train\fea4d9cdd5144e3c98c634b117665529\first_speaker.wav,train\fea4d9cdd5144e3c98c634b117665529\second_speaker.wav,16.0
train\d8d9c44e3f124066b0b131a144561c4f\mix_audio.wav,train\d8d9c44e3f124066b0b131a144561c4f\first_speaker.wav,train\d8d9c44e3f124066b0b131a144561c4f\second_speaker.wav,18.0
train\79ec85ac461f4c4c99e76108e8555e0d\mix_audio.wav,train\79ec85ac461f4c4c99e76108e8555e0d\first_speaker.wav,train\79ec85ac461f4c4c99e76108e8555e0d\second_speaker.wav,15.0
train\e588d2cfc47b424a8257c16897742fac\mix_audio.wav,train\e588d2cfc47b424a8257c16897742fac\first_speaker.wav,train\e588d2cfc47b424a8257c16897742fac\second_speaker.wav,20.0
train\0d0c58ad9f7e444d8148828ccdb1f829\mix_audio.wav,train\0d0c58ad9f7e444d8148828ccdb1f829\first_speaker.wav,train\0d0c58ad9f7e444d8148828ccdb1f829\second_speaker.wav,16.0
train\6091badecabc4a23b7aeaf64583cefd6\mix_audio.wav,train\6091badecabc4a23b7aeaf64583cefd6\first_speaker.wav,train\6091badecabc4a23b7aeaf64583cefd6\second_speaker.wav,15.0
train\f562815fd783427e871a0d27de79a7e9\mix_audio.wav,train\f562815fd783427e871a0d27de79a7e9\first_speaker.wav,train\f562815fd783427e871a0d27de79a7e9\second_speaker.wav,16.0
train\c051acc995a24db0a25561ced6563dd1\mix_audio.wav,train\c051acc995a24db0a25561ced6563dd1\first_speaker.wav,train\c051acc995a24db0a25561ced6563dd1\second_speaker.wav,18.0
train\4a5109d230a7472384e3f3bf80e95b3c\mix_audio.wav,train\4a5109d230a7472384e3f3bf80e95b3c\first_speaker.wav,train\4a5109d230a7472384e3f3bf80e95b3c\second_speaker.wav,18.0
train\553672e1737740559ff7e3bc0c8dc676\mix_audio.wav,train\553672e1737740559ff7e3bc0c8dc676\first_speaker.wav,train\553672e1737740559ff7e3bc0c8dc676\second_speaker.wav,19.0
train\89fae825336544268a5f956b827a04b3\mix_audio.wav,train\89fae825336544268a5f956b827a04b3\first_speaker.wav,train\89fae825336544268a5f956b827a04b3\second_speaker.wav,20.0
train\fdc25e2ceebd4c0fa316f0ae89fd5876\mix_audio.wav,train\fdc25e2ceebd4c0fa316f0ae89fd5876\first_speaker.wav,train\fdc25e2ceebd4c0fa316f0ae89fd5876\second_speaker.wav,18.0
train\539e7186beae4bdfa54da613ee034eed\mix_audio.wav,train\539e7186beae4bdfa54da613ee034eed\first_speaker.wav,train\539e7186beae4bdfa54da613ee034eed\second_speaker.wav,16.0
train\6891e8f7fa444bff9b8d814e05c14103\mix_audio.wav,train\6891e8f7fa444bff9b8d814e05c14103\first_speaker.wav,train\6891e8f7fa444bff9b8d814e05c14103\second_speaker.wav,18.0
train\5bfd6977de4b45bf9e2da2b09ffbc832\mix_audio.wav,train\5bfd6977de4b45bf9e2da2b09ffbc832\first_speaker.wav,train\5bfd6977de4b45bf9e2da2b09ffbc832\second_speaker.wav,20.0
train\6d17fefc6f004dd0a51487b4c4f1fab7\mix_audio.wav,train\6d17fefc6f004dd0a51487b4c4f1fab7\first_speaker.wav,train\6d17fefc6f004dd0a51487b4c4f1fab7\second_speaker.wav,15.0
train\283ffa011f3d494691f4cd6529a1a6ef\mix_audio.wav,train\283ffa011f3d494691f4cd6529a1a6ef\first_speaker.wav,train\283ffa011f3d494691f4cd6529a1a6ef\second_speaker.wav,20.0
train\d0e82b100cc64f2aab080e35f4ff4037\mix_audio.wav,train\d0e82b100cc64f2aab080e35f4ff4037\first_speaker.wav,train\d0e82b100cc64f2aab080e35f4ff4037\second_speaker.wav,15.0
train\df87e2d520044d11b7049183eb2ea810\mix_audio.wav,train\df87e2d520044d11b7049183eb2ea810\first_speaker.wav,train\df87e2d520044d11b7049183eb2ea810\second_speaker.wav,20.0
