mix_path,voice_path,noise_path,duration
train\mix\b51c5b411f314df6b2d112694f1b74a6\mix.wav,train\source\b51c5b411f314df6b2d112694f1b74a6\1.wav,train\source\b51c5b411f314df6b2d112694f1b74a6\2.wav,15.0
train\mix\b5430fd2e2e445ce964765aea748d9c9\mix.wav,train\source\b5430fd2e2e445ce964765aea748d9c9\1.wav,train\source\b5430fd2e2e445ce964765aea748d9c9\2.wav,15.0
train\mix\b56bcfa588ae4c7782d6fdda01acfbc4\mix.wav,train\source\b56bcfa588ae4c7782d6fdda01acfbc4\1.wav,train\source\b56bcfa588ae4c7782d6fdda01acfbc4\2.wav,15.0
train\mix\b5787573179c476c908b3db4d73dab5d\mix.wav,train\source\b5787573179c476c908b3db4d73dab5d\1.wav,train\source\b5787573179c476c908b3db4d73dab5d\2.wav,15.0
train\mix\b603ccc1353745b79264c9bd0b732b0b\mix.wav,train\source\b603ccc1353745b79264c9bd0b732b0b\1.wav,train\source\b603ccc1353745b79264c9bd0b732b0b\2.wav,15.0
train\mix\b64dead316884f8b899032d0e9c3b3ca\mix.wav,train\source\b64dead316884f8b899032d0e9c3b3ca\1.wav,train\source\b64dead316884f8b899032d0e9c3b3ca\2.wav,15.0
train\mix\b677f7387c8b4af38a5cae49acb37223\mix.wav,train\source\b677f7387c8b4af38a5cae49acb37223\1.wav,train\source\b677f7387c8b4af38a5cae49acb37223\2.wav,15.0
train\mix\b67d40e0f06a468a8a694edc938245a6\mix.wav,train\source\b67d40e0f06a468a8a694edc938245a6\1.wav,train\source\b67d40e0f06a468a8a694edc938245a6\2.wav,15.0
train\mix\b697dabee9b84727869eaf3f861b0ae7\mix.wav,train\source\b697dabee9b84727869eaf3f861b0ae7\1.wav,train\source\b697dabee9b84727869eaf3f861b0ae7\2.wav,15.0
train\mix\b6e4ccb6652d4124be93f4bc52e1c1bf\mix.wav,train\source\b6e4ccb6652d4124be93f4bc52e1c1bf\1.wav,train\source\b6e4ccb6652d4124be93f4bc52e1c1bf\2.wav,15.0
train\mix\b6f9777deedd47cc8cbff7c844fae994\mix.wav,train\source\b6f9777deedd47cc8cbff7c844fae994\1.wav,train\source\b6f9777deedd47cc8cbff7c844fae994\2.wav,15.0
train\mix\b70e4f35ef204d25bc9923cdb6d15b56\mix.wav,train\source\b70e4f35ef204d25bc9923cdb6d15b56\1.wav,train\source\b70e4f35ef204d25bc9923cdb6d15b56\2.wav,15.0
train\mix\b7701847b3924040a45094bc8f76304e\mix.wav,train\source\b7701847b3924040a45094bc8f76304e\1.wav,train\source\b7701847b3924040a45094bc8f76304e\2.wav,15.0
train\mix\b85f6f211435444195a0a30abc43ed88\mix.wav,train\source\b85f6f211435444195a0a30abc43ed88\1.wav,train\source\b85f6f211435444195a0a30abc43ed88\2.wav,15.0
train\mix\b9af5d88283c4758bf20d4f6cd2f1204\mix.wav,train\source\b9af5d88283c4758bf20d4f6cd2f1204\1.wav,train\source\b9af5d88283c4758bf20d4f6cd2f1204\2.wav,15.0
train\mix\b9d9a83401a34ff3958a188af7d88553\mix.wav,train\source\b9d9a83401a34ff3958a188af7d88553\1.wav,train\source\b9d9a83401a34ff3958a188af7d88553\2.wav,15.0
train\mix\b9e6c2d79c4547d0bc3c6411fc9a0869\mix.wav,train\source\b9e6c2d79c4547d0bc3c6411fc9a0869\1.wav,train\source\b9e6c2d79c4547d0bc3c6411fc9a0869\2.wav,15.0
train\mix\ba54f77d08894dcba423c575f32a6c35\mix.wav,train\source\ba54f77d08894dcba423c575f32a6c35\1.wav,train\source\ba54f77d08894dcba423c575f32a6c35\2.wav,15.0
train\mix\ba98b58d4de649b4b5c75ff719a563d7\mix.wav,train\source\ba98b58d4de649b4b5c75ff719a563d7\1.wav,train\source\ba98b58d4de649b4b5c75ff719a563d7\2.wav,15.0
train\mix\bab586c9d2b7479ca4f29ae6bbdc2c0b\mix.wav,train\source\bab586c9d2b7479ca4f29ae6bbdc2c0b\1.wav,train\source\bab586c9d2b7479ca4f29ae6bbdc2c0b\2.wav,15.0
train\mix\bb02f08977554495be084ed437b6e88f\mix.wav,train\source\bb02f08977554495be084ed437b6e88f\1.wav,train\source\bb02f08977554495be084ed437b6e88f\2.wav,15.0
train\mix\bb52fc04b7044c07a5ac2fd5a3bfccd5\mix.wav,train\source\bb52fc04b7044c07a5ac2fd5a3bfccd5\1.wav,train\source\bb52fc04b7044c07a5ac2fd5a3bfccd5\2.wav,15.0
train\mix\bb9ba3b87ebd4e3eba5c6140d92df953\mix.wav,train\source\bb9ba3b87ebd4e3eba5c6140d92df953\1.wav,train\source\bb9ba3b87ebd4e3eba5c6140d92df953\2.wav,15.0
train\mix\bbbf1686033f4ba18228e3da2b61e562\mix.wav,train\source\bbbf1686033f4ba18228e3da2b61e562\1.wav,train\source\bbbf1686033f4ba18228e3da2b61e562\2.wav,15.0
train\mix\bc197b34c8a04f8bad965f71451c8987\mix.wav,train\source\bc197b34c8a04f8bad965f71451c8987\1.wav,train\source\bc197b34c8a04f8bad965f71451c8987\2.wav,15.0
train\mix\bc388d42b504400780cf07f698d7388f\mix.wav,train\source\bc388d42b504400780cf07f698d7388f\1.wav,train\source\bc388d42b504400780cf07f698d7388f\2.wav,15.0
train\mix\bc41f8a737f746b69232b1966add99a4\mix.wav,train\source\bc41f8a737f746b69232b1966add99a4\1.wav,train\source\bc41f8a737f746b69232b1966add99a4\2.wav,15.0
train\mix\bc5eeb447aa540a6b129353d1a6c7638\mix.wav,train\source\bc5eeb447aa540a6b129353d1a6c7638\1.wav,train\source\bc5eeb447aa540a6b129353d1a6c7638\2.wav,15.0
train\mix\bcb5920d94384d65bf0aecb9171da54f\mix.wav,train\source\bcb5920d94384d65bf0aecb9171da54f\1.wav,train\source\bcb5920d94384d65bf0aecb9171da54f\2.wav,15.0
train\mix\bd5e13704fb74bad975c70ff89262bdb\mix.wav,train\source\bd5e13704fb74bad975c70ff89262bdb\1.wav,train\source\bd5e13704fb74bad975c70ff89262bdb\2.wav,15.0
train\mix\bd7472b01be949f7a40254b096672870\mix.wav,train\source\bd7472b01be949f7a40254b096672870\1.wav,train\source\bd7472b01be949f7a40254b096672870\2.wav,15.0
train\mix\bd8d5858d0b446639231406d1a3dd1a8\mix.wav,train\source\bd8d5858d0b446639231406d1a3dd1a8\1.wav,train\source\bd8d5858d0b446639231406d1a3dd1a8\2.wav,15.0
train\mix\bdd192b44fdb43079ef42ef975d72456\mix.wav,train\source\bdd192b44fdb43079ef42ef975d72456\1.wav,train\source\bdd192b44fdb43079ef42ef975d72456\2.wav,15.0
train\mix\be20a6d279cc4cab9958b3168832a9c0\mix.wav,train\source\be20a6d279cc4cab9958b3168832a9c0\1.wav,train\source\be20a6d279cc4cab9958b3168832a9c0\2.wav,15.0
train\mix\be45ce4e77cf4c069d2cffcf0a1851e2\mix.wav,train\source\be45ce4e77cf4c069d2cffcf0a1851e2\1.wav,train\source\be45ce4e77cf4c069d2cffcf0a1851e2\2.wav,15.0
train\mix\be5c3785f3bc47e39c6f11778e145925\mix.wav,train\source\be5c3785f3bc47e39c6f11778e145925\1.wav,train\source\be5c3785f3bc47e39c6f11778e145925\2.wav,15.0
train\mix\be71b8c6051f4d09aab07ca005b118eb\mix.wav,train\source\be71b8c6051f4d09aab07ca005b118eb\1.wav,train\source\be71b8c6051f4d09aab07ca005b118eb\2.wav,15.0
train\mix\be735099b6d24eaf91e02f8e1120ee28\mix.wav,train\source\be735099b6d24eaf91e02f8e1120ee28\1.wav,train\source\be735099b6d24eaf91e02f8e1120ee28\2.wav,15.0
train\mix\be7cf2001270452390a5585cccbed874\mix.wav,train\source\be7cf2001270452390a5585cccbed874\1.wav,train\source\be7cf2001270452390a5585cccbed874\2.wav,15.0
train\mix\be9a3ffdaf394a60817c1a475dcbe54a\mix.wav,train\source\be9a3ffdaf394a60817c1a475dcbe54a\1.wav,train\source\be9a3ffdaf394a60817c1a475dcbe54a\2.wav,15.0
train\mix\be9dae596db24597b30a65a758bfd4dc\mix.wav,train\source\be9dae596db24597b30a65a758bfd4dc\1.wav,train\source\be9dae596db24597b30a65a758bfd4dc\2.wav,15.0
train\mix\bea7aa423ac242e8b8b7934ee63661a3\mix.wav,train\source\bea7aa423ac242e8b8b7934ee63661a3\1.wav,train\source\bea7aa423ac242e8b8b7934ee63661a3\2.wav,15.0
train\mix\bf1f94bb82444b39856ba6e2d97157c9\mix.wav,train\source\bf1f94bb82444b39856ba6e2d97157c9\1.wav,train\source\bf1f94bb82444b39856ba6e2d97157c9\2.wav,15.0
train\mix\bf2119933ff244268c205d39678f3781\mix.wav,train\source\bf2119933ff244268c205d39678f3781\1.wav,train\source\bf2119933ff244268c205d39678f3781\2.wav,15.0
train\mix\bf8041cb467e475d9ce24ea71822f19a\mix.wav,train\source\bf8041cb467e475d9ce24ea71822f19a\1.wav,train\source\bf8041cb467e475d9ce24ea71822f19a\2.wav,15.0
train\mix\bfc201decd7f4350a8ac812374d954aa\mix.wav,train\source\bfc201decd7f4350a8ac812374d954aa\1.wav,train\source\bfc201decd7f4350a8ac812374d954aa\2.wav,15.0
train\mix\c02412497f25495faf196c746bf4aa14\mix.wav,train\source\c02412497f25495faf196c746bf4aa14\1.wav,train\source\c02412497f25495faf196c746bf4aa14\2.wav,15.0
train\mix\c05e39223ffe4285ab4a6174bbc17099\mix.wav,train\source\c05e39223ffe4285ab4a6174bbc17099\1.wav,train\source\c05e39223ffe4285ab4a6174bbc17099\2.wav,15.0
train\mix\c0657b79f44d4f94a48acfab549ccdd0\mix.wav,train\source\c0657b79f44d4f94a48acfab549ccdd0\1.wav,train\source\c0657b79f44d4f94a48acfab549ccdd0\2.wav,15.0
train\mix\c08946af5fa84b48b87f38632b89df3d\mix.wav,train\source\c08946af5fa84b48b87f38632b89df3d\1.wav,train\source\c08946af5fa84b48b87f38632b89df3d\2.wav,15.0
train\mix\c18767e3ef05470cb968b8e75a878c56\mix.wav,train\source\c18767e3ef05470cb968b8e75a878c56\1.wav,train\source\c18767e3ef05470cb968b8e75a878c56\2.wav,15.0
train\mix\c191be85fac44968989f9f12ea8d9ea1\mix.wav,train\source\c191be85fac44968989f9f12ea8d9ea1\1.wav,train\source\c191be85fac44968989f9f12ea8d9ea1\2.wav,15.0
train\mix\c1c0eab6c1a4447889bdc27f916f4227\mix.wav,train\source\c1c0eab6c1a4447889bdc27f916f4227\1.wav,train\source\c1c0eab6c1a4447889bdc27f916f4227\2.wav,15.0
train\mix\c24f433194a6461bab3704ae7de11e46\mix.wav,train\source\c24f433194a6461bab3704ae7de11e46\1.wav,train\source\c24f433194a6461bab3704ae7de11e46\2.wav,15.0
train\mix\c28d2e7e5d694028a7e1d6e4cb9fb4c8\mix.wav,train\source\c28d2e7e5d694028a7e1d6e4cb9fb4c8\1.wav,train\source\c28d2e7e5d694028a7e1d6e4cb9fb4c8\2.wav,15.0
train\mix\c29f0e2c38664e63807ffbaa1804e637\mix.wav,train\source\c29f0e2c38664e63807ffbaa1804e637\1.wav,train\source\c29f0e2c38664e63807ffbaa1804e637\2.wav,15.0
train\mix\c2b14e93db554d2ca8ee815a3065527b\mix.wav,train\source\c2b14e93db554d2ca8ee815a3065527b\1.wav,train\source\c2b14e93db554d2ca8ee815a3065527b\2.wav,15.0
train\mix\c36ad2c4985f42e680318910f597e941\mix.wav,train\source\c36ad2c4985f42e680318910f597e941\1.wav,train\source\c36ad2c4985f42e680318910f597e941\2.wav,15.0
train\mix\c3b4b319d53d4959803b81960a0b231f\mix.wav,train\source\c3b4b319d53d4959803b81960a0b231f\1.wav,train\source\c3b4b319d53d4959803b81960a0b231f\2.wav,15.0
train\mix\c3d96abc4d414c01bedc3065cfb69b69\mix.wav,train\source\c3d96abc4d414c01bedc3065cfb69b69\1.wav,train\source\c3d96abc4d414c01bedc3065cfb69b69\2.wav,15.0
train\mix\c3f9d93aa5de44ac90d5126dc61702ee\mix.wav,train\source\c3f9d93aa5de44ac90d5126dc61702ee\1.wav,train\source\c3f9d93aa5de44ac90d5126dc61702ee\2.wav,15.0
train\mix\c425f236e2f14d2fbc55381918c9fc6d\mix.wav,train\source\c425f236e2f14d2fbc55381918c9fc6d\1.wav,train\source\c425f236e2f14d2fbc55381918c9fc6d\2.wav,15.0
train\mix\c454ea4bd59f4db99974c8ec50f657aa\mix.wav,train\source\c454ea4bd59f4db99974c8ec50f657aa\1.wav,train\source\c454ea4bd59f4db99974c8ec50f657aa\2.wav,15.0
train\mix\c45e66f2836f4545ade4c70866838192\mix.wav,train\source\c45e66f2836f4545ade4c70866838192\1.wav,train\source\c45e66f2836f4545ade4c70866838192\2.wav,15.0
train\mix\c45ea99d9afe4ccbaffb4cadcbf86b84\mix.wav,train\source\c45ea99d9afe4ccbaffb4cadcbf86b84\1.wav,train\source\c45ea99d9afe4ccbaffb4cadcbf86b84\2.wav,15.0
train\mix\c481cea93f684717b886246c8e0d5be5\mix.wav,train\source\c481cea93f684717b886246c8e0d5be5\1.wav,train\source\c481cea93f684717b886246c8e0d5be5\2.wav,15.0
train\mix\c492f031c7b1433c93c7e5bf0142569a\mix.wav,train\source\c492f031c7b1433c93c7e5bf0142569a\1.wav,train\source\c492f031c7b1433c93c7e5bf0142569a\2.wav,15.0
train\mix\c502755d333d423eaca65b1e4276bd4b\mix.wav,train\source\c502755d333d423eaca65b1e4276bd4b\1.wav,train\source\c502755d333d423eaca65b1e4276bd4b\2.wav,15.0
train\mix\c5977128a2e545d4af465b884f3bdd7e\mix.wav,train\source\c5977128a2e545d4af465b884f3bdd7e\1.wav,train\source\c5977128a2e545d4af465b884f3bdd7e\2.wav,15.0
train\mix\c5f221cdd85045618bebef11b4d7e61e\mix.wav,train\source\c5f221cdd85045618bebef11b4d7e61e\1.wav,train\source\c5f221cdd85045618bebef11b4d7e61e\2.wav,15.0
train\mix\c661d70a4a26455dbb0694e6f12bfc60\mix.wav,train\source\c661d70a4a26455dbb0694e6f12bfc60\1.wav,train\source\c661d70a4a26455dbb0694e6f12bfc60\2.wav,15.0
train\mix\c69285703009439a98ba31508803b208\mix.wav,train\source\c69285703009439a98ba31508803b208\1.wav,train\source\c69285703009439a98ba31508803b208\2.wav,15.0
train\mix\c6999ee0ea0646cc8e25fad41200f708\mix.wav,train\source\c6999ee0ea0646cc8e25fad41200f708\1.wav,train\source\c6999ee0ea0646cc8e25fad41200f708\2.wav,15.0
train\mix\c733c9e111bd449ca37072e5204b0e37\mix.wav,train\source\c733c9e111bd449ca37072e5204b0e37\1.wav,train\source\c733c9e111bd449ca37072e5204b0e37\2.wav,15.0
train\mix\c7986e407f524e29b4cf3b3b1d172f06\mix.wav,train\source\c7986e407f524e29b4cf3b3b1d172f06\1.wav,train\source\c7986e407f524e29b4cf3b3b1d172f06\2.wav,15.0
train\mix\c7baa0df01d04a1996c5373750951bb2\mix.wav,train\source\c7baa0df01d04a1996c5373750951bb2\1.wav,train\source\c7baa0df01d04a1996c5373750951bb2\2.wav,15.0
train\mix\c7c92326d11441aeb67d71fbf212972d\mix.wav,train\source\c7c92326d11441aeb67d71fbf212972d\1.wav,train\source\c7c92326d11441aeb67d71fbf212972d\2.wav,15.0
train\mix\c82132e49b1e43698ae5343fc8508455\mix.wav,train\source\c82132e49b1e43698ae5343fc8508455\1.wav,train\source\c82132e49b1e43698ae5343fc8508455\2.wav,15.0
train\mix\c829b8fe33cb4bf9b13bde291860e6f0\mix.wav,train\source\c829b8fe33cb4bf9b13bde291860e6f0\1.wav,train\source\c829b8fe33cb4bf9b13bde291860e6f0\2.wav,15.0
train\mix\c8445d1d8744460284b97ecc7f495ec7\mix.wav,train\source\c8445d1d8744460284b97ecc7f495ec7\1.wav,train\source\c8445d1d8744460284b97ecc7f495ec7\2.wav,15.0
train\mix\c87bdb77d84d4f88b6c0194a2c466995\mix.wav,train\source\c87bdb77d84d4f88b6c0194a2c466995\1.wav,train\source\c87bdb77d84d4f88b6c0194a2c466995\2.wav,15.0
train\mix\c88e029a803345fd992a686a470664ed\mix.wav,train\source\c88e029a803345fd992a686a470664ed\1.wav,train\source\c88e029a803345fd992a686a470664ed\2.wav,15.0
train\mix\c89e130d0058441f85b60bf5835068f6\mix.wav,train\source\c89e130d0058441f85b60bf5835068f6\1.wav,train\source\c89e130d0058441f85b60bf5835068f6\2.wav,15.0
train\mix\c9267b2561ec4d90abd7ff21fd68f2c1\mix.wav,train\source\c9267b2561ec4d90abd7ff21fd68f2c1\1.wav,train\source\c9267b2561ec4d90abd7ff21fd68f2c1\2.wav,15.0
train\mix\c93636af570940308b9c21067169f299\mix.wav,train\source\c93636af570940308b9c21067169f299\1.wav,train\source\c93636af570940308b9c21067169f299\2.wav,15.0
train\mix\c972f85976f64ebaa1b8306f1cc2b91b\mix.wav,train\source\c972f85976f64ebaa1b8306f1cc2b91b\1.wav,train\source\c972f85976f64ebaa1b8306f1cc2b91b\2.wav,15.0
train\mix\c980050565214a3ea388823fd1a3c86e\mix.wav,train\source\c980050565214a3ea388823fd1a3c86e\1.wav,train\source\c980050565214a3ea388823fd1a3c86e\2.wav,15.0
train\mix\c991b4ade4fd45388c39817391ab5894\mix.wav,train\source\c991b4ade4fd45388c39817391ab5894\1.wav,train\source\c991b4ade4fd45388c39817391ab5894\2.wav,15.0
train\mix\c9a957141e7245ccb4646ffbd64e55f6\mix.wav,train\source\c9a957141e7245ccb4646ffbd64e55f6\1.wav,train\source\c9a957141e7245ccb4646ffbd64e55f6\2.wav,15.0
train\mix\c9de3bcdc7bd4e7098a4c318e0bcd7c3\mix.wav,train\source\c9de3bcdc7bd4e7098a4c318e0bcd7c3\1.wav,train\source\c9de3bcdc7bd4e7098a4c318e0bcd7c3\2.wav,15.0
train\mix\ca759d86054b4a51bf26ff79ab2aa589\mix.wav,train\source\ca759d86054b4a51bf26ff79ab2aa589\1.wav,train\source\ca759d86054b4a51bf26ff79ab2aa589\2.wav,15.0
train\mix\cad618b2d5064fbc8ef273eb2f694261\mix.wav,train\source\cad618b2d5064fbc8ef273eb2f694261\1.wav,train\source\cad618b2d5064fbc8ef273eb2f694261\2.wav,15.0
train\mix\cae6c79f3d8a41a7b37fa423f25cf405\mix.wav,train\source\cae6c79f3d8a41a7b37fa423f25cf405\1.wav,train\source\cae6c79f3d8a41a7b37fa423f25cf405\2.wav,15.0
train\mix\cb38caa3cd6b4e8290977f517bfd8cb3\mix.wav,train\source\cb38caa3cd6b4e8290977f517bfd8cb3\1.wav,train\source\cb38caa3cd6b4e8290977f517bfd8cb3\2.wav,15.0
train\mix\cb6f8c5f03b147129493a5e7fe3bc5d6\mix.wav,train\source\cb6f8c5f03b147129493a5e7fe3bc5d6\1.wav,train\source\cb6f8c5f03b147129493a5e7fe3bc5d6\2.wav,15.0
train\mix\cc51b6d58d4449e4b1a0ef6fc3b09b8c\mix.wav,train\source\cc51b6d58d4449e4b1a0ef6fc3b09b8c\1.wav,train\source\cc51b6d58d4449e4b1a0ef6fc3b09b8c\2.wav,15.0
train\mix\cc8b156fffab4efdb50486ad89cb7851\mix.wav,train\source\cc8b156fffab4efdb50486ad89cb7851\1.wav,train\source\cc8b156fffab4efdb50486ad89cb7851\2.wav,15.0
